,name,tag,vector
49,mole,<http://dbpedia.org/resource/Mole>,[]
50,mongoose,<http://dbpedia.org/resource/Mongoose>,"[0.043564066, -0.25162038, -0.12881996, -0.028217381, 0.48816118, 0.38117141, 0.0002700864, 0.078552, 0.051466893, -0.0088930279, 0.22526792, 0.44616938, 0.39213237, 0.27304441, -0.11046286, -0.0038095135, -0.60413712, -0.10630026, -0.41810933, 0.27926421, -0.97395927, -0.085824788, -0.41050825, -0.40665513, 0.03427716, 0.44754934, -0.64662451, 0.20845132, -0.088752799, 0.0013615489, 0.4213267, 0.30078354, 0.47149929, 0.034485795, 0.017906459, 0.07576818, -0.35902336, 0.16193244, -0.58215088, 0.41867042, -0.1014905, 0.43498442, 0.052586909, 0.41169682, -0.18779129, 0.35770696, -0.41998997, 0.59509385, 0.039554212, -0.32259515, 0.15385213, 0.16745375, 0.025250968, -0.6243996, -0.2246989, 0.37161681, 0.49255157, -0.70281684, -0.125571, -0.51322824, -0.55275369, 0.17236771, -0.25366423, -0.13770452, -0.18700694, 0.036062226, 0.23842221, 0.038898055, -0.14236523, 0.22628939, -0.38405225, -0.30460683, 0.33458927, -0.45415395, 0.43542418, -0.25144535, 0.091090739, -0.20836604, 0.017888684, -0.29378739, 0.075985171, -0.040380172, 0.13356182, 0.26521999, 0.22767366, 0.54905373, -0.37441105, -0.02691243, 0.055833582, 0.49854502, -0.13938506, 0.08645533, -0.1612868, -0.28273737, -0.22990555, 0.15390161, -0.62504077, -0.036094662, -0.090889357, 0.15908989, 0.2275636, -0.069194525, 0.65453857, 0.48643699, -0.27943081, 0.47709906, 0.28687599, -0.1953716, 0.40860072, 0.29478869, -0.12828358, -0.12117963, -0.17610539, 0.51972282, 0.14053534, 0.031310458, 0.68167096, -0.077573404, 0.12442155, -0.376562, 0.16110609, 0.022854123, -0.064537659, -0.35852998, -0.26407158, 0.19244708, -0.20566796, -0.19422738, 0.28433287, -0.47221029, 0.30555743, -0.33215576, -0.17360713, 0.11385337, -0.25091496, 0.25916559, -0.34318915, 0.27474371, 1.0739481, -0.47306356, -0.045290343, 0.41357818, -0.21952686, 0.33276886, 0.049958766, 0.69506437, 0.94304389, 0.44448996, 0.16054705, -0.03991551, 0.59861094, 0.68715233, -0.10175925, 0.23953797, -0.5741055, -0.62558681, -0.023717608, 0.3089295, -0.62410945, -0.5118624, -0.31835523, -0.18494855, -0.28148994, 0.36501405, 0.10050767, 0.16304129, 0.11531171, -0.067444675, 0.02255656, 0.015851269, 0.29347628, 0.2669296, 0.64109564, 0.19958891, 0.16553114, -0.49264407, -0.19792545, -0.19258212, 0.7926513, 0.037225097, 0.21263669, -0.39724723, -0.40808794, 0.25925973, 0.44756982, 0.23683137, 0.31333074, -0.042332973, 0.71448517, 0.25378281, -0.32132813, 0.42010573, -0.51633263, 0.066008762, 0.14151441, -0.55619079, 0.35301548, 0.32062387, -0.35923037, 0.046292394]"
51,moth,<http://dbpedia.org/resource/Moth>,"[-0.14917266, -0.18151838, 0.031959031, 0.1632718, 0.37253287, 0.54045528, 0.16147555, -0.05602796, -0.20861961, 0.11482086, 0.19507903, 0.65030301, 0.54120481, 0.57622671, -0.13139836, 0.077546582, -0.71627492, -0.11428834, -0.38907653, -0.12328939, -0.92398834, 0.015174796, 0.087700628, -0.26105204, -0.043826129, 0.77363974, -0.65396661, 0.39643878, -0.08042343, -0.21078002, 0.29348707, 0.33561158, 0.54956228, 0.16108127, -0.21901013, 0.16422282, -0.26853669, 0.21861263, -0.54106748, 0.44833046, -0.045887887, 0.35802221, 0.078531742, 0.36247092, -0.27019444, 0.67968673, -0.57276827, 0.84397769, 0.043516837, -0.36421505, 0.088960245, 0.19521952, 0.06186875, -1.1169602, 0.0045806346, 0.41340062, 0.75624996, -0.84715348, 0.094634935, -0.35651004, -0.68617475, 0.085482128, -0.015293748, -0.2102543, -0.11153983, -0.1071796, 0.28580642, 0.11260642, -0.38022554, 0.062716477, -0.47981566, -0.43850857, 0.64936298, -0.56435788, 0.73415411, -0.23610349, 0.051210236, -0.020863187, 0.15511882, -0.047588378, -0.074534826, 0.07339634, 0.028094605, 0.2445081, 0.14341265, 0.62263936, -0.38102522, -0.25541538, -0.028653292, 0.39131635, -0.17642303, 0.10849564, 0.017330378, -0.22338124, 0.15722646, 0.036035582, -0.47900265, 0.060130928, 0.06845732, -0.075121939, 0.48255903, 0.039831825, 0.68692589, 0.74320531, -0.10436103, 0.22244567, 0.14750753, -0.36532158, 0.8489126, 0.43158367, -0.073741227, -0.38968235, -0.37772375, 0.61501396, 0.13076915, 0.31315419, 0.98784578, -0.036740523, 0.34290445, 0.0028889228, 0.039761014, -0.2780731, -0.30929881, -0.51202196, -0.51939297, 0.40555942, -0.25006953, -0.67092073, 0.26194879, -0.24855684, 0.44103336, -0.51120377, -0.22228144, 0.22053666, -0.14301862, 0.50728059, -0.23481894, 0.21318151, 1.2047967, -0.51676023, 0.14396231, 0.76943028, -0.27775839, 0.23795177, -0.086857446, 0.71448827, 0.89591122, 0.5776943, 0.091463961, -0.23548, 0.82086223, 0.84246475, -0.30333695, 0.2998957, -0.71185827, -0.34167191, 0.27419403, 0.27796826, -0.84550405, -0.73767698, -0.2654978, 0.062163569, -0.31060204, 0.26192173, 0.099783584, 0.16649553, 0.18416171, -0.43454513, 0.075490646, -0.089191034, 0.39034042, 0.55717969, 0.80793434, -0.055737924, 0.14394648, -0.62099522, -0.2215572, -0.26215884, 0.90900278, -0.029640796, 0.32267612, -0.61832958, -0.25155079, 0.33609328, 0.35582188, 0.31905091, 0.28125641, -0.20088227, 0.61159647, 0.68366158, -0.41392303, 0.58665234, -0.74784094, 0.10151131, 0.1885349, -0.96634823, 0.27462292, 0.30989912, -0.19634774, -0.057829998]"
52,newt,<http://dbpedia.org/resource/Newt>,"[-0.11447973, -0.17845699, -0.18840891, 0.015263054, 0.4400067, 0.2615006, -0.012836589, -0.1037126, -0.12299447, -0.025747735, 0.11720071, 0.45793149, 0.053004548, 0.23736745, -0.07548289, 0.17279039, -0.24632779, -0.15726835, -0.48044842, 0.3289853, -0.60416371, -0.056197781, 0.0060039209, -0.2273737, 0.18009976, 0.46403658, -0.29915515, 0.20193821, 0.0082906978, -0.0029673909, 0.2542899, 0.1600019, 0.16144326, 0.092550166, -0.021203855, 0.06124213, -0.34120682, 0.18170787, -0.33313936, 0.15663172, 0.10531953, 0.10832842, 0.075117216, 0.17270212, -0.19027694, 0.31100279, -0.18547826, 0.231205, -0.2057707, -0.28740507, 0.18513936, 0.080403075, -0.01685637, -0.49835742, -0.048614252, 0.36854565, 0.52248544, -0.68920916, -0.28335515, -0.32651892, -0.43477812, 0.22356336, -0.39453346, 0.12725453, -0.065256141, 0.021544894, 0.069358468, 0.18791831, -0.29860187, -0.13703075, -0.16386549, 0.075110219, 0.18886071, -0.36600852, 0.51866901, -0.12182367, 0.075227946, -0.0543941, -0.27879617, -0.29696313, 0.058709972, -0.14417441, 0.15498833, 0.21187586, -0.26113084, 0.19485912, -0.15482791, -0.17888562, -0.027921185, 0.23527865, -0.098126344, -0.087799236, -0.13058808, -0.081040069, -0.097541675, -0.16292612, -0.34652746, 0.024563376, -0.15506001, -0.096196689, 0.10828064, -0.10237873, 0.26858032, 0.33802578, -0.33303338, 0.26704767, 0.29383808, -0.24966301, 0.41461962, 0.22165817, 0.17515747, -0.12378443, -0.046017308, 0.22921208, 0.064318568, 0.13869391, 0.54479271, -0.067986734, 0.22512437, -0.11974765, 0.13202044, 0.024464961, -0.041523758, -0.16190499, -0.16503742, 0.15551516, -0.29040092, -0.31774932, 0.070643127, -0.36157602, 0.40760717, -0.25628522, -0.13517956, -0.095071226, 0.086555287, 0.25434721, -0.077442616, -0.043679539, 0.77549154, -0.26783696, -0.055116337, 0.24628513, -0.0077311252, 0.0019680895, 0.055457577, 0.58383924, 0.59478641, 0.33354411, 0.1400723, 0.11791289, 0.49854481, 0.49856234, -0.23216848, 0.15631767, -0.59561419, -0.13167748, -0.14199555, 0.41566202, -0.43818396, -0.50272256, -0.10698462, -0.15879783, -0.23453479, 0.25807157, -0.061441422, -0.19683467, 0.15930003, -0.030517817, -0.27514932, 0.04578691, 0.29505792, 0.2502073, 0.57513535, -0.086128563, 0.27011901, -0.41071704, 0.066134915, -0.27932119, 0.40314457, -0.15238138, 0.062373482, -0.35360482, -0.33023801, 0.044945929, 0.33330289, 0.15119395, 0.36505371, -0.16197507, 0.2094045, 0.26406172, -0.099418983, 0.21241745, -0.48796335, 0.04865884, -0.04548189, -0.66776896, 0.3303684, 0.1386968, -0.39611819, -0.017022697]"
53,octopus,<http://dbpedia.org/resource/Octopus>,"[0.083731331, 0.05079541, 0.17530322, -0.044508297, 0.21339221, 0.22913061, 0.047516726, -0.14609669, 0.035232574, 0.035939034, 0.12224153, 0.77581209, 0.45315579, 0.39511088, -0.19069244, 0.071567297, -0.80599993, -0.21135154, -0.59613585, 0.58270335, -1.2756656, 0.23527995, -0.2624875, -0.53111309, -0.18536475, 1.0151249, -0.62475318, 0.41822606, -0.08316078, -0.030173277, 0.58455944, 0.29729769, 0.79174638, 0.14290507, -0.2180741, -0.33698526, -0.2569536, 0.47085604, -0.65177363, 0.36266324, -0.10253374, -0.033099059, -0.18282841, 0.50687224, -0.34568721, 1.0594137, -0.42963639, 0.67348254, -0.052811321, -0.395908, -0.1076151, 0.1420154, -0.17793173, -0.53724307, 0.070286363, 0.60494858, 0.92304367, -0.97634751, -0.43025824, -0.62638545, -0.65406394, 0.2529375, -0.46354055, -0.24367942, -0.043584611, -0.34640262, 0.37990221, 0.084045328, -0.28690568, 0.22483937, -0.48682341, -0.5491603, 0.32616973, -0.84822637, 0.84912825, -0.37769228, -0.04904446, -0.23747444, -0.094781585, -0.043512329, 0.23036784, 0.074753217, 0.1503469, 0.24606684, -0.34580985, 0.17391729, -0.33927026, -0.09786056, -0.16443272, 0.67173034, -0.021554656, -0.1059372, -0.1739967, -0.086161308, -0.15570809, 0.24267757, -0.37646919, -0.02153676, 0.0072045904, -0.23059064, 0.46298331, -0.11815665, 0.35245034, 0.44908431, -0.40807855, 0.36966291, 0.55777293, -0.40457749, 0.96543354, 0.41198963, -0.20264941, 0.040744394, -0.47399893, 0.42095852, 0.38162014, 0.0099149048, 1.290895, -0.091127008, 0.31464207, -0.28310347, 0.062000401, 0.264254, -0.26255238, -0.51197302, -0.55556566, 0.34454966, -0.2509495, -0.73214263, -0.043140706, -0.58553994, 0.45059118, -0.51661325, -0.5439747, 0.18172626, 0.010334467, 0.54709214, -0.043417823, -0.11562498, 1.7464713, -0.37421966, 0.25824219, 0.63784301, -0.27721417, 0.25144586, -0.1094155, 0.76303011, 1.2351172, 0.46327084, 0.21989338, -0.19351064, 0.75496763, 1.2846484, -0.19278516, 0.22498988, -1.1955833, -0.4379876, 0.25003907, 0.68001133, -0.67781305, -0.89845216, -0.44801757, -0.29104692, -0.45662802, 0.14417343, 0.31853271, 0.18420425, 0.19554496, -0.44865957, -0.19280633, 0.36549464, 0.52083147, 0.38592947, 1.119615, -0.24382816, 0.17520329, -0.64560217, 0.035132635, -0.50836146, 1.0902311, 0.092138462, 0.15479523, -0.32173696, -0.60166341, 0.0030625993, 0.173224, -0.17581877, 0.56228447, -0.3197189, 0.61974066, 0.32455093, -0.54023361, 0.87951458, -0.85267723, 0.021144407, 0.084865652, -0.86962253, 0.4067446, 0.37000781, -0.29293722, -0.17528702]"
54,opossum,<http://dbpedia.org/resource/Opossum>,"[0.040996399, -0.23562473, -0.36720803, -0.53549469, 0.40862006, 0.30760291, -0.24173576, 0.19066994, 0.4259426, -0.2660695, 0.33044893, 0.48599955, 0.73211926, -0.093518257, 0.19310263, 0.10383265, -0.72334504, -0.13776483, -0.19245787, -0.24265511, -0.43571791, -0.29376361, -0.11582396, -0.56184101, 0.46343145, 0.27671582, -0.85225135, 0.065229513, -0.17789516, -0.11619873, 0.090911269, 0.13362584, -0.11133473, -0.45346373, 0.050190281, 0.077245302, 0.1872067, 0.25595379, -0.35646921, 0.16166413, 0.074884541, 0.24626163, -0.1336686, 0.81719548, -0.35858938, 0.34518406, -0.61257946, 0.68995512, -0.092339247, -0.059661187, 0.087925725, -0.18094619, -0.036644459, -0.0073042489, 0.45699984, 0.24360099, 0.11931414, -0.72183305, -0.080376767, -0.68265384, -0.55965102, -0.013795431, -0.022731077, -0.59474462, -0.1516009, 0.0027108116, 0.13528167, 0.3292625, 0.36832201, -0.46639597, -0.79982227, -0.38945726, -0.040161233, 0.045449141, 0.20114131, -0.43334997, 0.16066301, -0.4110992, 0.22589044, -0.4692626, 0.00671688, -0.31233653, 0.65466779, 0.27796042, 0.13933735, 0.2475532, -0.11775486, -0.12723295, -0.21820964, 0.27545184, -0.17521636, -0.012209209, -0.17164008, -0.2141408, -0.48027527, 0.30713123, -0.73122787, 0.17559612, -0.29975924, 0.40833953, -0.19177377, 0.028275117, 0.057103712, 0.69040114, -0.23273952, 0.39846921, 0.30724114, -0.39023462, 0.14526518, -0.12540177, -0.051684424, -0.26132238, -0.075275727, 0.49017599, -0.075675182, -0.24077658, 0.79516995, -0.25228697, -0.105853, -0.66524959, 0.27101156, 0.22033742, 0.16802698, -0.096652545, 0.036660545, 0.21564281, 0.099481903, -0.0093256738, 0.41327435, -0.38096505, 0.31207532, 0.23261242, -0.14751686, 0.19360058, -0.055133831, -0.07676328, -0.19102035, 0.24960497, 0.4606936, -0.20300278, -0.008905407, 0.60392582, -0.37345076, 0.37325653, -0.23398703, 1.0571642, 0.50738293, 0.11144551, 0.08732494, 0.13768774, 0.67549711, 0.14614034, -0.35955268, 0.36343402, -0.34816346, -0.4903627, 0.2152219, 0.35226268, -0.71776527, -0.3360419, -0.10312419, -0.089288637, -0.2782746, -0.049409609, -0.33832833, 0.1845796, 0.025670893, -0.033762481, 0.017074002, -0.078780569, 0.11665282, 0.39893523, 0.7472834, 0.1562202, 0.17903216, -0.25829098, -0.20283957, -0.34899747, 0.5314067, -0.15550691, 0.041909602, -0.009652473, -0.42312554, 0.10948367, 0.64933336, 0.27697811, 0.49688828, 0.0098685492, 0.87029755, 0.46469644, -0.32536298, 0.835374, -0.51947421, 0.13802242, -0.016980981, -0.27650747, 0.30039567, 0.035408866, -0.32815051, 0.28246051]"
55,oryx,<http://dbpedia.org/resource/Oryx>,"[0.052109223, -0.30847639, -0.10205278, -0.014598426, 0.44655988, 0.47488305, -0.022475854, 0.11807803, -0.082666829, 0.031270135, 0.22255526, 0.41174603, 0.48782393, 0.30368963, -0.16285215, -0.059133369, -0.62261468, -0.024257148, -0.38583952, 0.23717844, -0.93700939, 0.021315627, -0.15709844, -0.42731202, 0.12210141, 0.58899152, -0.61373192, 0.16311762, -0.10082652, 0.024800088, 0.39846152, 0.22576515, 0.52118123, 0.13241115, -0.13169992, 0.099900529, -0.26668626, 0.11237546, -0.59825534, 0.35531232, -0.027903048, 0.50989354, 0.10270289, 0.43081483, -0.25611991, 0.30439597, -0.47020417, 0.60721695, 0.0079415422, -0.36238834, 0.038849089, 0.11931936, 0.09861207, -0.60319996, -0.17866643, 0.37410307, 0.43230161, -0.6307435, -0.098113619, -0.43268102, -0.61512858, 0.22825949, -0.14487836, -0.11901818, -0.32030383, 0.035137407, 0.15584703, -0.027609088, -0.079110093, 0.25633198, -0.29086113, -0.30843008, 0.43844998, -0.34410706, 0.35141525, -0.24020246, 0.12347157, -0.19599323, 0.19334987, -0.22610565, 0.05547386, 0.04662111, 0.073692918, 0.17346697, 0.21130829, 0.50953668, -0.37327048, 0.020524008, 0.096670553, 0.41642201, -0.2127468, 0.20130821, -0.14183155, -0.38716626, -0.14219715, 0.16866405, -0.5392586, 0.070024058, -0.080673948, 0.15550682, 0.18960087, 0.0038736963, 0.60220206, 0.53497618, -0.34434488, 0.40365046, 0.37195489, -0.22772861, 0.46366903, 0.50258857, -0.14946449, -0.18361494, -0.18093544, 0.48337585, 0.11955361, -0.009081658, 0.67744601, -0.0186633, 0.15446284, -0.3667298, 0.22732714, -0.0567935, -0.094874933, -0.38508588, -0.2204714, 0.17768863, -0.24553819, -0.27261779, 0.27514127, -0.5298683, 0.33514342, -0.3069458, -0.30124128, 0.083143145, -0.24143091, 0.29543647, -0.41640627, 0.33430016, 1.0593321, -0.66536748, -0.012339485, 0.44675785, -0.13411622, 0.27022254, -0.029951684, 0.72736645, 0.88387859, 0.46213135, 0.15009312, -0.12994398, 0.72994393, 0.80960518, -0.13297933, 0.21740995, -0.64058471, -0.59898585, 0.067999303, 0.30884087, -0.59866261, -0.55446517, -0.3531819, -0.19394937, -0.12974538, 0.46899489, 0.024442462, 0.054252878, 0.12036519, -0.10590991, 0.024768587, -0.11081068, 0.24321979, 0.31221548, 0.59913743, 0.24408264, 0.24112824, -0.56094289, -0.17522784, -0.21070644, 0.89795756, 0.029367451, 0.41032058, -0.42810291, -0.38417974, 0.3617264, 0.47148815, 0.27629948, 0.36163029, -0.085402377, 0.64767593, 0.3640421, -0.22495542, 0.34683791, -0.52864867, 0.060638793, 0.15378915, -0.57497346, 0.33982274, 0.35324404, -0.28863907, 0.068156779]"
56,ostrich,<http://dbpedia.org/resource/Ostrich>,"[0.082113244, -0.18211876, -0.018455902, 0.17594233, 0.79462689, 0.43953502, 0.088157997, -0.037031386, 0.069065064, 0.031456836, 0.4051173, 0.76189661, 0.3698591, 0.59596032, -0.14420973, -0.026979877, -0.83299834, -0.27259651, -0.61922652, 0.43943489, -0.98404962, 0.10590958, -0.036692411, -0.41283995, 0.053173754, 0.78959137, -0.60852468, 0.33662412, -0.28189084, 0.12748238, 0.53553194, 0.518116, 0.99238491, 0.4818168, -0.16199189, 0.092236616, -0.71763301, 0.14772351, -0.9273749, 0.61655402, 0.26181155, 0.65450633, 0.12735902, 0.89448804, -0.2256358, 0.51242167, -0.39674056, 0.57372189, -0.13645604, -0.63771546, 0.031923808, 0.26107231, -0.11644851, -1.0420301, -0.025173835, 0.6853658, 0.9011957, -0.92094946, 0.03510125, -0.63267624, -0.64665639, 0.44948417, 0.0095747495, -0.13019113, -0.27710372, -0.20410962, 0.1953952, 0.035632055, -0.33621076, 0.25533733, -0.53267008, -0.3546972, 0.37292898, -0.61816436, 0.64714599, -0.32970768, 0.22095899, 0.23213913, -0.15741087, -0.21766934, 0.048178442, 0.28574479, 0.13193536, 0.18121606, 0.36640945, 0.69475138, -0.45227903, 0.026605699, 0.04410575, 0.50437331, -0.2747736, 0.18806764, -0.36244833, -0.39917204, 0.1788902, -0.053622108, -0.69695777, -0.0089814542, 0.078458577, -0.17134264, 0.46087542, 0.11986587, 0.98388141, 0.70360714, -0.51850247, 0.49298096, 0.42681092, -0.35367477, 0.7277137, 0.44776532, -0.083077148, -0.34267545, -0.39105365, 0.54877335, 0.17972209, 0.19236757, 0.96098334, -0.023049559, 0.29413208, -0.17193465, 0.26792362, -0.16764297, -0.2907362, -0.42221892, -0.27246106, 0.3509247, -0.33755708, -0.70843947, 0.11237665, -0.41164374, 0.49345246, -0.60365635, -0.39071566, 0.10870371, -0.31336111, 0.63043475, -0.4268775, 0.27869129, 1.599521, -0.81543988, 0.40235674, 0.85257626, -0.38694918, 0.079220816, -0.11999602, 0.81167084, 1.4392807, 0.57556283, 0.10426968, -0.28185955, 1.1459992, 1.2402486, -0.38592145, 0.038918652, -1.0386049, -0.83755547, 0.10428547, 0.42466074, -0.80005747, -0.703888, -0.25688997, -0.14010087, -0.47754762, 0.40321103, 0.17022526, -0.0046444689, 0.26441219, -0.31546396, -0.060918562, 0.15714785, 0.33516359, 0.43757698, 1.0398517, 0.075134389, 0.21254125, -0.70254213, -0.036029354, -0.41544569, 1.154923, -0.0050779991, 0.48998916, -0.53491253, -0.35641119, 0.34810385, 0.41685933, 0.18566553, 0.79966187, -0.076076746, 0.80597973, 0.61410028, -0.43085337, 0.62755394, -0.74007726, 0.19761771, 0.28853926, -1.1301636, 0.64668995, 0.3955574, -0.43718088, -0.12826228]"
57,parakeet,<http://dbpedia.org/resource/Parakeet>,[]
58,penguin,<http://dbpedia.org/resource/Penguin>,"[0.019442588, 0.026905717, 0.048897564, -0.78395081, 0.071146622, 0.072455652, -0.048187099, 0.13046162, 0.24358581, -0.17288418, 0.67046028, 0.76443076, 0.36363107, -0.088704683, 0.3705194, -0.15270542, -0.35866135, -0.34077403, -0.35596156, 0.37402835, -0.98407894, -0.16726066, -0.60432786, -0.35824251, 0.0036462082, 0.77494729, -1.0731469, 0.31001353, -0.014088893, -0.30985901, 0.60593253, 0.27283886, 0.49273723, -0.14607002, 0.075656675, -0.00063351903, -0.084678695, 0.45333311, -0.53436244, 0.36147913, -0.086076275, 0.41778833, -0.053007089, 0.64482784, -0.18526748, 0.89226556, -0.5095033, 0.29306495, 0.15810332, -0.33529976, 0.29010886, 0.0869845, -0.29109341, -0.73065388, 0.13734722, 0.83948553, 1.0230147, -0.89905, -0.28745326, -0.79995561, -0.51437843, 0.33454898, -0.45732161, -0.75302523, -0.13461369, -0.40324807, 0.57608628, 0.13894702, 0.10991645, -0.068851769, -0.71370965, -0.39175886, 0.40793702, -0.52490079, 0.71699995, -0.45693952, -0.17721994, -0.15499912, 0.0089976992, -0.40726757, -0.11006793, 0.097897142, 0.34234509, 0.69238716, 0.12916549, 0.189537, -0.40041196, -0.13870847, -0.41656926, 0.55593956, 0.16205403, -0.222287, -0.054071732, -0.00074384449, -0.20744993, 0.35140851, -0.67631859, -0.050827757, -0.32474852, 0.30085516, 0.06378752, -0.1923994, -0.12789077, 0.49912664, -0.21797042, 0.5344761, 0.37814561, -0.26718432, 0.6339851, 0.023133911, -0.086199209, -0.49699029, -0.52176696, 0.47894603, 0.48514959, -0.10896787, 0.98870331, -0.27866659, -0.073586531, -0.39698526, 0.51912534, -0.12539607, -0.21138881, -0.66014528, -0.37085646, 0.14448111, -0.23197331, -0.41642618, 0.13485803, -0.40676314, 0.24100305, -0.46520627, -0.39377913, 0.0058668181, -0.16355036, 0.084368177, 0.043505587, 0.27222788, 1.5193874, -0.29119104, 0.23861539, 0.95064753, -0.64126068, -0.12893224, -0.44354388, 0.84268254, 1.0395648, 0.35368538, 0.25010467, 0.030940428, 0.46075705, 0.97713721, -0.4710108, 0.36016405, -1.1130404, -0.57533342, 0.077326447, 0.31546602, -0.5975405, -0.20863414, -0.022187563, -0.33555919, -0.35808936, 0.046706069, 0.1042363, 0.087319583, -0.040407538, -0.22189733, -0.022304254, 0.37573171, 0.42931825, 0.50086755, 0.75299776, -0.27981535, 0.19782066, -0.29563048, -0.11885286, -0.068986952, 0.97250122, 0.15687934, 0.0023469531, -0.28721124, -0.64016199, 0.038629632, 0.24545853, 0.0031904678, 0.38847327, 0.20984273, 0.71418363, 0.3319343, -1.0907979, 1.1569465, -0.9727959, 0.11472335, -0.18331508, -0.71783179, 0.17594996, 0.44102362, -0.43215075, 0.050217126]"
59,pheasant,<http://dbpedia.org/resource/Pheasant>,"[-0.0049549341, -0.096202485, -0.021827199, 0.2046756, 0.65130466, 0.44006038, 0.012860694, -0.033718847, 0.092340581, 0.12144527, 0.17641102, 0.54675633, 0.42198607, 0.54862988, -0.14354238, 0.039189652, -0.68512493, -0.22933385, -0.54749358, 0.33192268, -0.77223378, 0.063312158, 0.14706616, -0.30070227, 0.059951793, 0.75532365, -0.40345263, 0.2540684, -0.19289944, 0.031197753, 0.2980451, 0.44347739, 0.79281318, 0.48100638, -0.16400121, 0.13729867, -0.43596345, 0.11541402, -0.66102183, 0.33332181, 0.34714594, 0.53054106, 0.037804302, 0.70830178, -0.13953374, 0.48027185, -0.54988545, 0.73315346, -0.028820051, -0.77356064, 0.033492498, 0.25262985, -0.1448946, -1.0021489, 0.15167227, 0.78249025, 0.73185134, -0.82456493, 0.0049527697, -0.48951584, -0.5879783, 0.47444859, 0.14615543, -0.14666465, -0.3134999, -0.33485189, 0.017682089, -0.0095491689, -0.19739932, 0.097104572, -0.51273465, -0.39084238, 0.25667691, -0.52881008, 0.70914096, -0.19734883, 0.19029602, 0.16759443, -0.075124606, -0.22650322, -0.025227381, 0.22770734, 0.095681906, 0.038184706, 0.41749492, 0.61630553, -0.28867632, -0.026435098, 0.10979958, 0.25614354, -0.2715283, 0.2293566, -0.30608532, -0.40504181, 0.21807338, -0.006245696, -0.61292851, 0.016533948, 0.067683764, -0.24348356, 0.39289808, 0.11678024, 0.9948203, 0.83020753, -0.41583791, 0.38922724, 0.33093953, -0.26950061, 0.60165828, 0.49486753, -0.051028557, -0.32459974, -0.2376612, 0.36852294, 0.21890171, 0.28962946, 0.91814601, 0.016980272, 0.28608832, -0.10979406, 0.15746674, -0.16113406, -0.20645937, -0.32919332, -0.24199429, 0.21690845, -0.24588789, -0.76371938, 0.064884186, -0.28532943, 0.50285232, -0.44191271, -0.34141761, 0.018526897, -0.4107627, 0.67709625, -0.48415756, 0.16508195, 1.2553705, -0.89461869, 0.37546033, 0.76288211, -0.4568432, 0.0052425144, -0.0816634, 0.77805567, 1.1465901, 0.6860649, 0.010889948, -0.2828857, 1.020368, 1.151332, -0.46194404, 0.067676432, -0.68477452, -0.66504115, -0.067684047, 0.52216578, -0.67290503, -0.50807512, -0.14378354, -0.080332451, -0.23551296, 0.32829601, -0.032431193, 0.0054652211, 0.23173127, -0.20747806, -0.086566687, 0.039548595, 0.25312817, 0.40437809, 0.88851434, 0.011898629, 0.22857955, -0.56404597, 0.004302362, -0.34882072, 0.91790801, 0.030448304, 0.38201836, -0.40135047, -0.13143781, 0.30709288, 0.28051269, 0.21532069, 0.66848665, -0.11886316, 0.70479256, 0.48369074, -0.35024199, 0.41663876, -0.51549429, 0.24189195, 0.39689824, -0.98367649, 0.57063287, 0.23298629, -0.37230054, -0.14850856]"
60,pike,<http://dbpedia.org/resource/Pike>,[]
